"When Covid Hit Nursing Homes, Part 1: ‘My Mother Died Alone’","In the first of two episodes on what went wrong in New York’s nursing homes, we look at the crisis through the eyes of a bereaved daughter.",,The New York Times,2021-02-23T11:00:08+0000,https://www.nytimes.com/2021/02/23/podcasts/the-daily/coronavirus-nursing-homes.html
"Nursing Homes, Once Hotspots, Far Outpace U.S. in Covid Declines","New cases among residents of nursing homes have dropped more than 80 percent since vaccines became available, and deaths have decreased by more than 65 percent.","By Matthew Conlen, Sarah Mervosh and Danielle Ivory",The New York Times,2021-02-25T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/25/us/nursing-home-covid-vaccine.html
Tyler Perry Gets Covid-19 Vaccine on TV to Reassure Black Skeptics,The Madea creator and studio head talks about the history of the medical and government establishment’s exploitation of Black people.,By Cara Buckley,The New York Times,2021-01-29T02:30:06+0000,https://www.nytimes.com/2021/01/28/arts/tyler-perry-covid-vaccine-skeptics.html
Biden Marks Covid Milestone in Emotional White House Ceremony,"Speaking somberly and drawing on his own personal experience, President Biden sought not only to honor the dead, but also to comfort those who have lost loved ones.",By David E. Sanger and Sheryl Gay Stolberg,The New York Times,2021-02-23T01:50:56+0000,https://www.nytimes.com/2021/02/22/us/politics/biden-covid-milestone.html
D.C.’s Mayor Mourned Covid’s Unequal Toll. Her Sister Is the Latest Victim.,"As the number of coronavirus deaths in the city reached 1,000 this week, three-fourths of the dead were Black.",By Nicholas Bogel-Burroughs and Campbell Robertson,The New York Times,2021-02-26T00:47:28+0000,https://www.nytimes.com/2021/02/25/us/muriel-bowser-mercia-covid-washington.html
This 105-Year-Old Beat Covid. She Credits Gin-Soaked Raisins.,"Lucia DeClerck, the oldest resident of her New Jersey nursing home, tested positive for the virus on her 105th birthday, one day after her second vaccine shot.",By Tracey Tully,The New York Times,2021-02-23T10:00:15+0000,https://www.nytimes.com/2021/02/23/nyregion/new-jersey-lucia-declerck-covid.html
Lessons From Los Angeles’s Deadly Winter,Monday: A Times reporter who spent days inside Martin Luther King Jr. Community Hospital at the height of the surge discusses what we should learn.,By Jill Cowan and Sheri Fink,The New York Times,2021-02-22T13:46:42+0000,https://www.nytimes.com/2021/02/22/us/los-angeles-covid.html
"Death, Through a Nurse’s Eyes",A short film offering a firsthand perspective of the brutality of the pandemic inside a Covid-19 I.C.U.,By Alexander Stockton and Lucy King,The New York Times,2021-02-24T09:50:02+0000,https://www.nytimes.com/video/opinion/100000007578176/covid-icu-nurses-arizona.html
Tyler Perry Gets Covid-19 Vaccine on TV to Reassure Black Skeptics,The Madea creator and studio head talks about the history of the medical and government establishment’s exploitation of Black people.,By Cara Buckley,The New York Times,2021-01-29T02:30:06+0000,https://www.nytimes.com/2021/01/28/arts/tyler-perry-covid-vaccine-skeptics.html
Biden administration officials tried to tamp down expectations for supplies of the Johnson & Johnson vaccine.,The committee’s approval echoed the Food and Drug Administration’s decision on Saturday to authorize the vaccine for emergency use.,By Sharon LaFraniere,The New York Times,2021-02-28T20:28:48+0000,https://www.nytimes.com/2021/02/28/world/cdc-johnson-and-johnson-vaccine.html
"Death, Through a Nurse’s Eyes",A short film offering a firsthand perspective of the brutality of the pandemic inside a Covid-19 I.C.U.,,The New York Times,2021-02-24T10:00:05+0000,https://www.nytimes.com/2021/02/24/opinion/covid-icu-nurses-arizona.html
Russians Escape North Korea on a Hand-Pushed Railcar,"Russia said some of its diplomats and their family members, including children, had used creative means to leave North Korea, which closed its borders over a year ago because of the pandemic.",By Ivan Nechepurenko and Mike Ives,The New York Times,2021-02-26T12:00:57+0000,https://www.nytimes.com/2021/02/26/world/europe/north-korea-russia-covid-railcar-trolley.html
"Can’t Get a Covid Vaccine? In This County, Everybody is Eligible",The rural area outside Phoenix is one of the first places in the U.S. to open vaccinations up to the general public. This is what success looks like.,By Simon Romero,The New York Times,2021-03-01T18:11:22+0000,https://www.nytimes.com/2021/03/01/us/coronavirus-vaccines-gila-arizona.html
State Lawmakers Defy Governors in a Covid-Era Battle for Power,"Legislators across the country, mostly Republicans, are moving to strip the powers of governors, many of them Democrats, who have taken on extraordinary authority to fight the pandemic.",By Trip Gabriel,The New York Times,2021-02-22T20:43:28+0000,https://www.nytimes.com/2021/02/22/us/politics/republicans-democrats-governors-covid.html
How the Pandemic Nearly Tore Israel Apart,Lockdowns brought tensions between secular and ultra-Orthodox communities to the boiling point. The political consequences could be felt for years to come.,By Ronen Bergman,The New York Times,2021-02-25T10:00:33+0000,https://www.nytimes.com/2021/02/25/magazine/how-the-pandemic-nearly-tore-israel-apart.html
Prime Minister Modi of India Is Vaccinated,"On Monday, Prime Minister Narendra Modi of India was vaccinated against the coronavirus. The country is beginning a large inoculation effort using the Oxford-AstraZeneca and the Covaxin vaccines.",By The Associated Press,AP,2021-03-01T14:15:34+0000,https://www.nytimes.com/video/world/asia/100000007629797/modi-vaccine-india.html
